iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment
COKCOAL;TCOKEOVS;pecoal;sesofos;coaltr;-1;
COKCOAL;TFC;pecoal;sesofos;coaltr;1;
COKCOAL;TOTIND;sesofos;fesoi;tdfossoi;1;
COKCOAL;TPATFUEL;pecoal;sesofos;coaltr;-1;
COKEOVGS;AGRICULT;segafos;fegai;tdfosgai;1;
COKEOVGS;AUTOCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
COKEOVGS;AUTOCHP;pecoal;segafos;coalgas;1.667;
COKEOVGS;AUTOCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
COKEOVGS;AUTOCHP;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;AUTOELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
COKEOVGS;AUTOELEC;pecoal;segafos;coalgas;1.667;
COKEOVGS;AUTOELEC;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;AUTOHEAT;pecoal;segafos;coalgas;1.667;
COKEOVGS;AUTOHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
COKEOVGS;AUTOHEAT;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;AVBUNK;segafos;fegat;tdfosgat;-1;
COKEOVGS;COMMPUB;segafos;fegab;tdfosgab;1;
COKEOVGS;DISTLOSS;segafos;fega;d_fegafos;-1;
COKEOVGS;DOMESAIR;segafos;fegat;tdfosgat;1;
COKEOVGS;DOMESNAV;segafos;fegat;tdfosgat;1;
COKEOVGS;EBLASTFUR;pecoal;segafos;coalgas;1.667;
COKEOVGS;ECOKEOVS;pecoal;segafos;coalgas;1.667;The gas consumed as final energy comes from coal We use the coefficient to retrieve the coal amount necessary
COKEOVGS;ENONSPEC;segafos;fega;d_fegafos;-1;
COKEOVGS;EREFINER;segafos;fegai;tdfosgai;-1;
COKEOVGS;FISHING;segafos;fegai;tdfosgai;1;
COKEOVGS;MAINCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
COKEOVGS;MAINCHP;pecoal;segafos;coalgas;1.667;
COKEOVGS;MAINCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
COKEOVGS;MAINCHP;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;MAINELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
COKEOVGS;MAINELEC;pecoal;segafos;coalgas;1.667;
COKEOVGS;MAINELEC;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;MAINHEAT;pecoal;segafos;coalgas;1.667;
COKEOVGS;MAINHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
COKEOVGS;MAINHEAT;pecoal;sesofos;coaltr;1.6667;
COKEOVGS;MARBUNK;segafos;fegat;tdfosgat;-1;
COKEOVGS;NONENUSE;segafos;fegai;tdfosgai;1;
COKEOVGS;ONONSPEC;segafos;fegab;tdfosgab;1;
COKEOVGS;RAIL;segafos;fegat;tdfosgat;1;
COKEOVGS;RESIDENT;segafos;fegab;tdfosgab;1;
COKEOVGS;ROAD;segafos;fegat;tdfosgat;1;
COKEOVGS;TCOKEOVS;pecoal;segafos;coalgas;1.667;
COKEOVGS;TOTIND;segafos;fegai;tdfosgai;1;
COKEOVGS;TREFINER;segafos;fegai;tdfosgai;-1;
COKEOVGS;TRNONSPE;segafos;fegat;tdfosgat;1;
CRNGFEED;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
CRNGFEED;AUTOELEC;peoil;seel;dot;-1;
CRNGFEED;AVBUNK;seliqfos;fedie;tdfosdie;-1;
CRNGFEED;AVBUNK;peoil;seliqfos;refliq;-1;
CRNGFEED;COMMPUB;seliqfos;fehob;tdfoshob;1;
CRNGFEED;DISTLOSS;peoil;seliqfos;refliq;-1;
CRNGFEED;DOMESAIR;seliqfos;fedie;tdfosdie;1;
CRNGFEED;DOMESNAV;seliqfos;fedie;tdfosdie;1;
CRNGFEED;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
CRNGFEED;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
CRNGFEED;EMINES;peoil;pecoal;d_oil2coal;-1;
CRNGFEED;EOILGASEX;peoil;peog;d_oil2og;-1;
CRNGFEED;EPOWERPLT;peoil;seel;dot;-1;
CRNGFEED;FISHING;seliqfos;fehoi;tdfoshoi;1;
CRNGFEED;MAINELEC;peoil;seel;dot;-1;
CRNGFEED;MARBUNK;peoil;seliqfos;refliq;-1;
CRNGFEED;MARBUNK;seliqfos;fedie;tdfosdie;-1;
CRNGFEED;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
CRNGFEED;ONONSPEC;seliqfos;fehob;tdfoshob;1;
CRNGFEED;PIPELINE;seliqfos;fedie;tdfosdie;1;
CRNGFEED;RAIL;seliqfos;fedie;tdfosdie;1;
CRNGFEED;RESIDENT;seliqfos;fehob;tdfoshob;1;
CRNGFEED;ROAD;seliqfos;fedie;tdfosdie;1;
CRNGFEED;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
CRNGFEED;TBLASTFUR;peoil;seliqfos;refliq;-1;
CRNGFEED;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
CRNGFEED;TCOKEOVS;peoil;seliqfos;refliq;-1;
CRNGFEED;TFC;peoil;seliqfos;refliq;1;
CRNGFEED;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
CRNGFEED;TOTENGY;peoil;seliqfos;refliq;-1;
CRNGFEED;TOTIND;seliqfos;fehoi;tdfoshoi;1;
CRNGFEED;TRNONSPE;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
CRUDEOIL;AUTOELEC;peoil;seel;dot;-1;
CRUDEOIL;AVBUNK;seliqfos;fedie;tdfosdie;-1;
CRUDEOIL;AVBUNK;peoil;seliqfos;refliq;-1;
CRUDEOIL;COMMPUB;seliqfos;fehob;tdfoshob;1;
CRUDEOIL;DISTLOSS;peoil;seliqfos;refliq;-1;
CRUDEOIL;DOMESAIR;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;DOMESNAV;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
CRUDEOIL;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
CRUDEOIL;EMINES;peoil;pecoal;d_oil2coal;-1;
CRUDEOIL;EOILGASEX;peoil;peog;d_oil2og;-1;
CRUDEOIL;EPOWERPLT;peoil;seel;dot;-1;
CRUDEOIL;FISHING;seliqfos;fehoi;tdfoshoi;1;
CRUDEOIL;MAINELEC;peoil;seel;dot;-1;
CRUDEOIL;MARBUNK;peoil;seliqfos;refliq;-1;
CRUDEOIL;MARBUNK;seliqfos;fedie;tdfosdie;-1;
CRUDEOIL;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
CRUDEOIL;ONONSPEC;seliqfos;fehob;tdfoshob;1;
CRUDEOIL;PIPELINE;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;RAIL;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;RESIDENT;seliqfos;fehob;tdfoshob;1;
CRUDEOIL;ROAD;seliqfos;fedie;tdfosdie;1;
CRUDEOIL;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
CRUDEOIL;TBLASTFUR;peoil;seliqfos;refliq;-1;
CRUDEOIL;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
CRUDEOIL;TCOKEOVS;peoil;seliqfos;refliq;-1;
CRUDEOIL;TFC;peoil;seliqfos;refliq;1;
CRUDEOIL;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
CRUDEOIL;TOTENGY;peoil;seliqfos;refliq;-1;
CRUDEOIL;TOTIND;seliqfos;fehoi;tdfoshoi;1;
CRUDEOIL;TRNONSPE;seliqfos;fedie;tdfosdie;1;
ELECTR;AGRICULT;seel;feeli;tdeli;1;
ELECTR;AVBUNK;seel;feelt;tdelt;-1;
ELECTR;COMMPUB;seel;feelb;tdelb;1;
ELECTR;DISTLOSS;seel;feel;d_feel;-1;
ELECTR;DOMESAIR;seel;feelt;tdelt;1;
ELECTR;DOMESNAV;seel;feelt;tdelt;1;
ELECTR;EBLASTFUR;seel;feeli;tdeli;-1;
ELECTR;ECOKEOVS;seel;feeli;tdeli;-1;
ELECTR;EMINES;seel;pecoal;d_elec2coal;-1;
ELECTR;ENONSPEC;seel;feel;d_feel;-1;
ELECTR;EOILGASEX;seel;peog;d_elec2og;-1;
ELECTR;EPUMPST;seel;feel;d_feel;-1;
ELECTR;FISHING;seel;feeli;tdeli;1;
ELECTR;MARBUNK;seel;feelt;tdelt;-1;
ELECTR;NONENUSE;seel;feeli;tdeli;1;
ELECTR;ONONSPEC;seel;feelb;tdelb;1;
ELECTR;RAIL;seel;feelt;tdelt;1;
ELECTR;RESIDENT;seel;feelb;tdelb;1;
ELECTR;ROAD;seel;feelt;tdelt;1;
ELECTR;TBLASTFUR;seel;feeli;tdeli;-1;
ELECTR;TCOKEOVS;seel;feeli;tdeli;-1;
ELECTR;TOTIND;seel;feeli;tdeli;1;
ELECTR;TRNONSPE;seel;feelt;tdelt;1;
ETHANE;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
ETHANE;AUTOELEC;peoil;seel;dot;-1;
ETHANE;AVBUNK;peoil;seliqfos;refliq;-1;
ETHANE;COMMPUB;seliqfos;fehob;tdfoshob;1;
ETHANE;DISTLOSS;peoil;seliqfos;refliq;-1;
ETHANE;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
ETHANE;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
ETHANE;EMINES;peoil;pecoal;d_oil2coal;-1;
ETHANE;EOILGASEX;peoil;peog;d_oil2og;-1;
ETHANE;EPOWERPLT;peoil;seel;dot;-1;
ETHANE;FISHING;seliqfos;fehoi;tdfoshoi;1;
ETHANE;MAINELEC;peoil;seel;dot;-1;
ETHANE;MARBUNK;peoil;seliqfos;refliq;-1;
ETHANE;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
ETHANE;ONONSPEC;seliqfos;fehob;tdfoshob;1;
ETHANE;RESIDENT;seliqfos;fehob;tdfoshob;1;
ETHANE;ROAD;seliqfos;fepet;tdfospet;1;
ETHANE;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
ETHANE;TBLASTFUR;peoil;seliqfos;refliq;-1;
ETHANE;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
ETHANE;TCOKEOVS;peoil;seliqfos;refliq;-1;
ETHANE;TFC;peoil;seliqfos;refliq;1;
ETHANE;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
ETHANE;TOTENGY;peoil;seliqfos;refliq;-1;
ETHANE;TOTIND;seliqfos;fehoi;tdfoshoi;1;
GASCOKE;AGRICULT;sesofos;fesoi;tdfossoi;1;
GASCOKE;AUTOCHP;pecoal;seel;coalchp;-1;
GASCOKE;AUTOCHP;pecoal;sehe;coalchp;-1;
GASCOKE;AUTOELEC;pecoal;seel;pc;-1;
GASCOKE;AUTOHEAT;pecoal;sehe;coalhp;-1;
GASCOKE;COMMPUB;sesofos;fesob;tdfossob;1;
GASCOKE;DISTLOSS;sesofos;feso;d_fesofos;-1;
GASCOKE;DISTLOSS;pecoal;sesofos;coaltr;-1;
GASCOKE;EBLASTFUR;sesofos;fesoi;tdfossoi;-1;
GASCOKE;ECOKEOVS;pecoal;sesofos;coaltr;-1;
GASCOKE;EMINES;pecoal;sesofos;d_coal2coal;-1;
GASCOKE;EPOWERPLT;pecoal;seel;d_coal2elec;-1;
GASCOKE;FISHING;sesofos;fesoi;tdfossoi;1;
GASCOKE;MAINCHP;pecoal;seel;coalchp;-1;
GASCOKE;MAINCHP;pecoal;sehe;coalchp;-1;
GASCOKE;MAINELEC;pecoal;seel;pc;-1;
GASCOKE;MAINHEAT;pecoal;sehe;coalhp;-1;
GASCOKE;NONENUSE;sesofos;fesoi;tdfossoi;1;
GASCOKE;ONONSPEC;sesofos;fesob;tdfossob;1;
GASCOKE;RAIL;sesofos;fesoi;tdfossoi;1;
GASCOKE;RESIDENT;sesofos;fesob;tdfossob;1;
GASCOKE;TBLASTFUR;sesofos;fesoi;tdfossoi;-1;
GASCOKE;TFC;pecoal;sesofos;coaltr;1;
GASCOKE;TOTIND;sesofos;fesoi;tdfossoi;1;
GASWKSGS;AGRICULT;segafos;fegai;tdfosgai;1;
GASWKSGS;AUTOCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
GASWKSGS;AUTOCHP;pecoal;segafos;coalgas;1.667;
GASWKSGS;AUTOCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
GASWKSGS;AUTOELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
GASWKSGS;AUTOELEC;pecoal;segafos;coalgas;1.667;
GASWKSGS;AUTOHEAT;pecoal;segafos;coalgas;1.667;
GASWKSGS;AUTOHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
GASWKSGS;AVBUNK;segafos;fegat;tdfosgat;-1;
GASWKSGS;COMMPUB;segafos;fegab;tdfosgab;1;
GASWKSGS;DISTLOSS;segafos;fega;d_fegafos;-1;
GASWKSGS;DOMESAIR;segafos;fegat;tdfosgat;1;
GASWKSGS;DOMESNAV;segafos;fegat;tdfosgat;1;
GASWKSGS;EBLASTFUR;pecoal;segafos;coalgas;1.667;
GASWKSGS;ECOKEOVS;pecoal;segafos;coalgas;1.667;The gas consumed as final energy comes from coal We use the coefficient to retrieve the coal amount necessary
GASWKSGS;ENONSPEC;segafos;fega;d_fegafos;-1;
GASWKSGS;EREFINER;segafos;fegai;tdfosgai;-1;
GASWKSGS;FISHING;segafos;fegai;tdfosgai;1;
GASWKSGS;MAINCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
GASWKSGS;MAINCHP;pecoal;segafos;coalgas;1.667;
GASWKSGS;MAINCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
GASWKSGS;MAINELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
GASWKSGS;MAINELEC;pecoal;segafos;coalgas;1.667;
GASWKSGS;MAINHEAT;pecoal;segafos;coalgas;1.667;
GASWKSGS;MAINHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
GASWKSGS;MARBUNK;segafos;fegat;tdfosgat;-1;
GASWKSGS;NONENUSE;segafos;fegai;tdfosgai;1;
GASWKSGS;ONONSPEC;segafos;fegab;tdfosgab;1;
GASWKSGS;RAIL;segafos;fegat;tdfosgat;1;
GASWKSGS;RESIDENT;segafos;fegab;tdfosgab;1;
GASWKSGS;ROAD;segafos;fegat;tdfosgat;1;
GASWKSGS;TGASWKS;pecoal;segafos;coalgas;1.667;
GASWKSGS;TOTIND;segafos;fegai;tdfosgai;1;
GASWKSGS;TREFINER;segafos;fegai;tdfosgai;-1;
GASWKSGS;TRNONSPE;segafos;fegat;tdfosgat;1;
GEOTHERM;AGRICULT;seel;feeli;tdeli;0.3;
GEOTHERM;AUTOCHP;pegeo;seel;geohdr;-1;
GEOTHERM;AUTOELEC;pegeo;seel;geohdr;-1;
GEOTHERM;AUTOHEAT;pegeo;sehe;geohe;-1;
GEOTHERM;COMMPUB;seel;feelb;tdelb;0.3;
GEOTHERM;DISTLOSS;sehe;fehe;d_fehe;-1;
GEOTHERM;EBLASTFUR;seel;feeli;tdeli;-0.3;
GEOTHERM;ECOKEOVS;seel;feeli;tdeli;-0.3;
GEOTHERM;FISHING;seel;feeli;tdeli;0.3;
GEOTHERM;MAINCHP;pegeo;seel;geohdr;-1;
GEOTHERM;MAINELEC;pegeo;seel;geohdr;-1;
GEOTHERM;MAINHEAT;pegeo;sehe;geohe;-1;
GEOTHERM;NONENUSE;seel;feeli;tdeli;0.3;
GEOTHERM;ONONSPEC;seel;feelb;tdelb;0.3;
GEOTHERM;RESIDENT;seel;feelb;tdelb;0.3;
GEOTHERM;TBLASTFUR;seel;feeli;tdeli;-0.3;
GEOTHERM;TCOKEOVS;seel;feeli;tdeli;-0.3;
GEOTHERM;TFC;pegeo;sehe;geohe;1;
GEOTHERM;TOTIND;seel;feeli;tdeli;0.3;
HARDCOAL;AGRICULT;sesofos;fesoi;tdfossoi;1;
HARDCOAL;AUTOCHP;pecoal;seel;coalchp;-1;
HARDCOAL;AUTOCHP;pecoal;sehe;coalchp;-1;
HARDCOAL;AUTOELEC;pecoal;seel;pc;-1;
HARDCOAL;AUTOHEAT;pecoal;sehe;coalhp;-1;
HARDCOAL;COMMPUB;sesofos;fesob;tdfossob;1;
HARDCOAL;DISTLOSS;sesofos;feso;d_fesofos;-1;
HARDCOAL;DISTLOSS;pecoal;sesofos;coaltr;-1;
HARDCOAL;EBLASTFUR;sesofos;fesoi;tdfossoi;-1;
HARDCOAL;ECOKEOVS;pecoal;sesofos;coaltr;-1;
HARDCOAL;EMINES;pecoal;sesofos;d_coal2coal;-1;
HARDCOAL;EPOWERPLT;pecoal;seel;d_coal2elec;-1;
HARDCOAL;FISHING;sesofos;fesoi;tdfossoi;1;
HARDCOAL;MAINCHP;pecoal;seel;coalchp;-1;
HARDCOAL;MAINCHP;pecoal;sehe;coalchp;-1;
HARDCOAL;MAINELEC;pecoal;seel;pc;-1;
HARDCOAL;MAINHEAT;pecoal;sehe;coalhp;-1;
HARDCOAL;NONENUSE;sesofos;fesoi;tdfossoi;1;
HARDCOAL;ONONSPEC;sesofos;fesob;tdfossob;1;
HARDCOAL;RAIL;sesofos;fesoi;tdfossoi;1;
HARDCOAL;RESIDENT;sesofos;fesob;tdfossob;1;
HARDCOAL;TBKB;pecoal;sesofos;coaltr;-1;
HARDCOAL;TBLASTFUR;sesofos;fesoi;tdfossoi;-1;
HARDCOAL;TBLASTFUR;pecoal;sesofos;coaltr;-1;
HARDCOAL;TCOKEOVS;pecoal;sesofos;coaltr;-1;
HARDCOAL;TFC;pecoal;sesofos;coaltr;1;
HARDCOAL;TOTIND;sesofos;fesoi;tdfossoi;1;
HARDCOAL;TPATFUEL;pecoal;sesofos;coaltr;-1;
HEAT;AGRICULT;sehe;fehei;tdhei;1;
HEAT;COMMPUB;sehe;feheb;tdheb;1;
HEAT;DISTLOSS;sehe;fehe;d_fehe;-1;
HEAT;EBLASTFUR;sehe;fehei;tdhei;-1;
HEAT;ECOKEOVS;sehe;fehei;tdhei;-1;
HEAT;ENONSPEC;sehe;fehe;d_fehe;-1;
HEAT;EPOWERPLT;sehe;fehei;tdhei;-1;
HEAT;EREFINER;sehe;fehei;tdhei;-1;
HEAT;FISHING;sehe;fehei;tdhei;1;
HEAT;NONENUSE;sehe;fehei;tdhei;1;
HEAT;ONONSPEC;sehe;feheb;tdheb;1;
HEAT;RESIDENT;sehe;feheb;tdheb;1;
HEAT;TBLASTFUR;sehe;fehei;tdhei;-1;
HEAT;TCOKEOVS;sehe;fehei;tdhei;-1;
HEAT;TOTIND;sehe;fehei;tdhei;1;
HYDRO;TOTTRANF;pehyd;seel;hydro;-1;
INDWASTE;AGRICULT;sesobio;fesoi;tdbiosoi;1;
INDWASTE;AUTOCHP;pebiolc;seel;biochp;-1;
INDWASTE;AUTOCHP;pebiolc;sehe;biochp;-1;
INDWASTE;AUTOELEC;pebiolc;seel;bioigcc;-1;
INDWASTE;AUTOHEAT;pebiolc;sehe;biohp;-1;
INDWASTE;COMMPUB;sesobio;fesob;tdbiosob;1;
INDWASTE;DISTLOSS;sesobio;feso;d_fesobio;-1;
INDWASTE;DISTLOSS;pebiolc;sesobio;biotr;-1;
INDWASTE;EBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
INDWASTE;ENONSPEC;pebiolc;sesobio;biotr;-1;
INDWASTE;EPOWERPLT;pebiolc;seel;d_bio2elec;-1;
INDWASTE;FISHING;sesobio;fesoi;tdbiosoi;1;
INDWASTE;MAINCHP;pebiolc;seel;biochp;-1;
INDWASTE;MAINCHP;pebiolc;sehe;biochp;-1;
INDWASTE;MAINELEC;pebiolc;seel;bioigcc;-1;
INDWASTE;MAINHEAT;pebiolc;sehe;biohp;-1;
INDWASTE;NONENUSE;sesobio;fesoi;tdbiosoi;1;
INDWASTE;ONONSPEC;sesobio;fesob;tdbiosob;1;
INDWASTE;RAIL;sesobio;fesoi;tdbiosoi;1;
INDWASTE;RESIDENT;sesobio;fesob;tdbiosob;1;
INDWASTE;TBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
INDWASTE;TFC;pebiolc;sesobio;biotr;1;
INDWASTE;TOTIND;sesobio;fesoi;tdbiosoi;1;
JETGAS;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
JETGAS;AUTOELEC;peoil;seel;dot;-1;
JETGAS;AVBUNK;seliqfos;fedie;tdfosdie;-1;
JETGAS;AVBUNK;peoil;seliqfos;refliq;-1;
JETGAS;COMMPUB;seliqfos;fehob;tdfoshob;1;
JETGAS;DISTLOSS;peoil;seliqfos;refliq;-1;
JETGAS;DOMESAIR;seliqfos;fedie;tdfosdie;1;
JETGAS;DOMESNAV;seliqfos;fedie;tdfosdie;1;
JETGAS;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
JETGAS;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
JETGAS;EMINES;peoil;pecoal;d_oil2coal;-1;
JETGAS;EOILGASEX;peoil;peog;d_oil2og;-1;
JETGAS;EPOWERPLT;peoil;seel;dot;-1;
JETGAS;FISHING;seliqfos;fehoi;tdfoshoi;1;
JETGAS;MAINELEC;peoil;seel;dot;-1;
JETGAS;MARBUNK;peoil;seliqfos;refliq;-1;
JETGAS;MARBUNK;seliqfos;fedie;tdfosdie;-1;
JETGAS;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
JETGAS;ONONSPEC;seliqfos;fehob;tdfoshob;1;
JETGAS;PIPELINE;seliqfos;fedie;tdfosdie;1;
JETGAS;RAIL;seliqfos;fedie;tdfosdie;1;
JETGAS;RESIDENT;seliqfos;fehob;tdfoshob;1;
JETGAS;ROAD;seliqfos;fedie;tdfosdie;1;
JETGAS;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
JETGAS;TBLASTFUR;peoil;seliqfos;refliq;-1;
JETGAS;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
JETGAS;TCOKEOVS;peoil;seliqfos;refliq;-1;
JETGAS;TFC;peoil;seliqfos;refliq;1;
JETGAS;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
JETGAS;TOTENGY;peoil;seliqfos;refliq;-1;
JETGAS;TOTIND;seliqfos;fehoi;tdfoshoi;1;
JETGAS;TRNONSPE;seliqfos;fedie;tdfosdie;1;
LIGNITE;AGRICULT;sesofos;fesoi;tdfossoi;1;
LIGNITE;AUTOCHP;pecoal;seel;coalchp;-1;
LIGNITE;AUTOCHP;pecoal;sehe;coalchp;-1;
LIGNITE;AUTOELEC;pecoal;seel;pc;-1;
LIGNITE;AUTOHEAT;pecoal;sehe;coalhp;-1;
LIGNITE;COMMPUB;sesofos;fesob;tdfossob;1;
LIGNITE;DISTLOSS;sesofos;feso;d_fesofos;-1;
LIGNITE;DISTLOSS;pecoal;sesofos;coaltr;-1;
LIGNITE;EBLASTFUR;sesofos;fesoi;tdfossoi;-1;
LIGNITE;ECOKEOVS;pecoal;sesofos;coaltr;-1;
LIGNITE;EMINES;pecoal;sesofos;d_coal2coal;-1;
LIGNITE;EPOWERPLT;pecoal;seel;d_coal2elec;-1;
LIGNITE;FISHING;sesofos;fesoi;tdfossoi;1;
LIGNITE;MAINCHP;pecoal;seel;coalchp;-1;
LIGNITE;MAINCHP;pecoal;sehe;coalchp;-1;
LIGNITE;MAINELEC;pecoal;seel;pc;-1;
LIGNITE;MAINHEAT;pecoal;sehe;coalhp;-1;
LIGNITE;NONENUSE;sesofos;fesoi;tdfossoi;1;
LIGNITE;ONONSPEC;sesofos;fesob;tdfossob;1;
LIGNITE;RAIL;sesofos;fesoi;tdfossoi;1;
LIGNITE;RESIDENT;sesofos;fesob;tdfossob;1;
LIGNITE;TBKB;pecoal;sesofos;coaltr;-1;
LIGNITE;TBLASTFUR;sesofos;fesoi;tdfossoi;-1;
LIGNITE;TBLASTFUR;pecoal;sesofos;coaltr;-1;
LIGNITE;TCOKEOVS;pecoal;sesofos;coaltr;-1;
LIGNITE;TFC;pecoal;sesofos;coaltr;1;
LIGNITE;TOTIND;sesofos;fesoi;tdfossoi;1;
LIGNITE;TPATFUEL;pecoal;sesofos;coaltr;-1;
LPG;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
LPG;AUTOELEC;peoil;seel;dot;-1;
LPG;AVBUNK;seliqfos;fedie;tdfosdie;-1;
LPG;AVBUNK;peoil;seliqfos;refliq;-1;
LPG;COMMPUB;seliqfos;fehob;tdfoshob;1;
LPG;DISTLOSS;peoil;seliqfos;refliq;-1;
LPG;DOMESAIR;seliqfos;fedie;tdfosdie;1;
LPG;DOMESNAV;seliqfos;fedie;tdfosdie;1;
LPG;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
LPG;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
LPG;EMINES;peoil;pecoal;d_oil2coal;-1;
LPG;EOILGASEX;peoil;peog;d_oil2og;-1;
LPG;EPOWERPLT;peoil;seel;dot;-1;
LPG;FISHING;seliqfos;fehoi;tdfoshoi;1;
LPG;MAINELEC;peoil;seel;dot;-1;
LPG;MARBUNK;peoil;seliqfos;refliq;-1;
LPG;MARBUNK;seliqfos;fedie;tdfosdie;-1;
LPG;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
LPG;ONONSPEC;seliqfos;fehob;tdfoshob;1;
LPG;PIPELINE;seliqfos;fedie;tdfosdie;1;
LPG;RAIL;seliqfos;fedie;tdfosdie;1;
LPG;RESIDENT;seliqfos;fehob;tdfoshob;1;
LPG;ROAD;seliqfos;fepet;tdfospet;1;
LPG;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
LPG;TBLASTFUR;peoil;seliqfos;refliq;-1;
LPG;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
LPG;TCOKEOVS;peoil;seliqfos;refliq;-1;
LPG;TFC;peoil;seliqfos;refliq;1;
